ticker,name,volume_ratio,resistance_price,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
056080,유진로봇,51.79,5790.0,20230808,7905.78,20230808,7653.27,-3%손절,0,-3.19,False
215100,로보로보,40.12,4790.0,20230808,5490.96,20230808,5315.58,-3%손절,0,-3.19,False
046970,우리로,198.67,1309.0,20230809,1972.94,20230809,1909.92,-3%손절,0,-3.19,False
196490,디에이테크놀로지,21.03,3695.0,20230809,5050.08,20230809,4888.78,-3%손절,0,-3.19,False
243070,휴온스,60.35,33550.0,20230809,39579.0,20230809,41474.83,+5%익절,0,4.79,False
356680,엑스게이트,22.12,3875.0,20230809,4188.36,20230809,4054.58,-3%손절,0,-3.19,False
004140,동방,30.88,2010.0,20230810,2104.2,20230810,2036.99,-3%손절,0,-3.19,False
036690,코맥스,48.22,3270.0,20230810,3517.02,20230810,3404.69,-3%손절,0,-3.19,False
084110,휴온스글로벌,36.62,21050.0,20230809,22845.6,20230810,23939.9,+5%익절,1,4.79,False
025980,아난티,59.6,6740.0,20230811,8506.98,20230811,8914.46,+5%익절,0,4.79,False
067370,선바이오,56.33,9850.0,20230811,10170.3,20230811,9845.46,-3%손절,0,-3.19,False
032750,삼진,65.59,6010.0,20230810,6192.36,20230814,5994.58,-3%손절,2,-3.19,False
048770,TPC로보틱스,72.5,3110.0,20230814,4338.66,20230814,4200.08,-3%손절,0,-3.19,False
005430,한국공항,69.41,37700.0,20230814,43587.0,20230816,42194.83,-3%손절,1,-3.19,False
093240,형지엘리트,148.73,1303.0,20230816,1385.77,20230816,1341.5,-3%손절,0,-3.19,False
159580,제로투세븐,64.12,5530.0,20230811,6332.64,20230816,6130.38,-3%손절,2,-3.19,False
377220,프롬바이오,120.91,7420.0,20230816,7284.54,20230818,7633.47,+5%익절,2,4.79,False
002870,신풍,293.67,879.0,20230914,1100.2,20230914,1065.06,-3%손절,0,-3.19,False
038530,케이바이오랩스,71.13,326.0,20230914,362.72,20230914,351.14,-3%손절,0,-3.19,False
039980,폴라리스AI,57.47,804.0,20230914,901.8,20230914,873.0,-3%손절,0,-3.19,False
179530,애드바이오텍,84.56,3895.0,20230914,5571.12,20230914,5393.18,-3%손절,0,-3.19,False
198080,캐프,63.42,1901.0,20230914,2114.22,20230914,2046.69,-3%손절,0,-3.19,False
032080,아즈텍WB,99.95,1650.0,20230915,1787.57,20230915,1873.19,+5%익절,0,4.79,False
303530,이노뎁,98.96,10600.0,20230915,13026.0,20230915,12609.95,-3%손절,0,-3.19,False
060570,드림어스컴퍼니,150.01,3200.0,20230918,3957.9,20230918,3831.48,-3%손절,0,-3.19,False
096240,크레버스,108.95,17150.0,20230915,17985.9,20230918,17411.43,-3%손절,1,-3.19,False
162300,신스틸,47.56,4295.0,20230918,4704.39,20230918,4554.13,-3%손절,0,-3.19,False
210980,SK디앤디,79.6,23250.0,20230918,24899.7,20230918,26092.4,+5%익절,0,4.79,False
009140,경인전자,140.17,22450.0,20230919,27154.2,20230919,26286.89,-3%손절,0,-3.19,False
039420,케이엘넷,80.02,2505.0,20230915,2625.24,20230919,2541.39,-3%손절,2,-3.19,False
040350,크레오에스지,70.39,470.0,20230919,519.04,20230919,502.46,-3%손절,0,-3.19,False
051780,큐로홀딩스,196.55,362.0,20230919,403.81,20230919,390.91,-3%손절,0,-3.19,False
066590,스모트로닉,104.59,2815.0,20230919,3256.5,20230919,3152.49,-3%손절,0,-3.19,False
009415,태영건설우,756.41,5880.0,20230920,7014.0,20230920,6789.97,-3%손절,0,-3.19,False
010170,대한광통신,38.84,1655.0,20230920,1809.61,20230920,1751.81,-3%손절,0,-3.19,False
032820,우리기술,48.86,1309.0,20230920,1495.99,20230920,1448.2,-3%손절,0,-3.19,False
060310,3S,37.4,2400.0,20230920,2540.07,20230920,2661.74,+5%익절,0,4.79,False
005750,대림바스,56.99,3780.0,20230920,3937.86,20230921,3812.08,-3%손절,1,-3.19,False
007770,한일화학,101.59,18970.0,20230921,21943.8,20230921,21242.92,-3%손절,0,-3.19,False
037460,삼지전자,52.05,8370.0,20230921,8547.06,20230921,8956.46,+5%익절,0,4.79,False
072950,빛샘전자,128.28,4605.0,20230921,4719.42,20230921,4568.68,-3%손절,0,-3.19,False
177830,파버나인,68.3,4070.0,20230921,5591.16,20230921,5412.58,-3%손절,0,-3.19,False
008290,원풍물산,129.36,855.0,20230922,875.75,20230922,847.78,-3%손절,0,-3.19,False
008370,원풍,221.79,4235.0,20230922,4393.77,20230922,4253.43,-3%손절,0,-3.19,False
187660,페니트리움바이오,90.69,2105.0,20230922,2204.4,20230922,2309.99,+5%익절,0,4.79,False
215380,우정바이오,130.55,2465.0,20230922,3597.18,20230922,3482.29,-3%손절,0,-3.19,False
244920,에이플러스에셋,85.55,4390.0,20230922,4609.2,20230922,4461.98,-3%손절,0,-3.19,False
001380,SG글로벌,72.33,1529.0,20230925,1653.3,20230925,1600.49,-3%손절,0,-3.19,False
026940,부국철강,175.1,3285.0,20230925,3712.41,20230925,3890.23,+5%익절,0,4.79,False
192390,윈하이텍,64.96,3415.0,20230925,3862.71,20230925,3739.34,-3%손절,0,-3.19,False
330350,위더스제약,140.18,7670.0,20230925,9819.6,20230925,9505.96,-3%손절,0,-3.19,False
