screening_month,screening_date,ticker,name,composite_score,signal_volume_dryness,signal_accumulation,signal_short_covering,signal_pbr_low,signal_dividend_yield,signal_relative_strength,signal_volatility_squeeze,signal_volume_surge,signal_ma_breakout,signal_short_term_breakout,signal_relative_strength_accel,signal_accumulation_accel,excluded,exclude_reason,buy_date,buy_price,reached_5pct,days_to_5pct,reached_7pct,days_to_7pct,reached_10pct,days_to_10pct,max_drawdown_pct
2023-03,20230301,293490,카카오게임즈,70.6,0.0,100.0,64.1,76.0,,71.5,90.3,0.0,100.0,100.0,77.4,100.0,False,,20230302,48900.0,False,,False,,False,,-19.84
2023-04,20230403,007340,DN오토모티브,66.4,0.0,96.5,100.0,9.6,28.8,76.7,66.0,18.1,100.0,100.0,74.8,100.0,False,,20230404,15822.0,True,26,False,,False,,-9.49
2023-04,20230403,034220,LG디스플레이,77.9,33.5,91.3,90.4,53.8,63.6,76.7,19.8,86.7,100.0,92.4,91.4,100.0,False,,20230404,14908.0,True,7,False,,False,,-9.73
2023-04,20230403,361610,SK아이이테크놀로지,68.7,16.1,69.6,33.0,70.0,,100.0,35.8,42.0,74.0,100.0,100.0,100.0,False,,20230404,77600.0,True,0,True,0,True,0,-3.99
2023-04,20230403,009900,명신산업,74.2,0.0,95.1,87.1,66.7,,100.0,28.3,28.2,100.0,96.5,100.0,100.0,False,,20230404,20700.0,True,27,True,29,False,,-15.6
2023-04,20230403,039490,키움증권,66.1,29.9,100.0,0.0,82.7,84.6,75.8,84.0,13.6,39.4,73.9,80.2,100.0,False,,20230404,102400.0,True,6,True,8,False,,-14.75
2023-04,20230403,091810,트리니티항공,68.8,0.0,100.0,,0.0,,100.0,40.6,34.1,100.0,86.8,100.0,100.0,False,,20230404,3296.0,True,12,True,12,False,,-16.2
2023-04,20230403,272210,한화시스템,67.5,8.6,61.8,52.9,61.8,,100.0,17.0,62.0,62.4,100.0,100.0,100.0,False,,20230404,14390.0,True,12,True,12,False,,-5.42
2023-04,20230403,000720,현대건설,66.5,25.2,100.0,88.6,80.8,84.6,59.8,94.3,6.4,41.7,80.8,40.0,100.0,False,,20230404,37800.0,True,6,True,13,True,14,-2.51
2023-04,20230403,032190,다우데이타,66.1,46.0,83.4,54.5,0.0,1.9,100.0,99.1,15.6,100.0,71.8,71.0,100.0,False,,20230404,50500.0,False,,False,,False,,-70.53
2023-05,20230501,004370,농심,66.2,40.6,89.4,8.0,9.6,1.9,88.3,84.0,12.0,100.0,100.0,100.0,98.3,False,,20230502,395500.0,True,9,True,9,True,15,-4.68
2023-05,20230501,248070,솔루엠,69.6,0.0,78.6,,54.2,,59.6,41.5,70.0,77.9,91.9,100.0,100.0,False,,20230502,24200.0,True,0,True,1,True,1,-3.1
2023-05,20230501,352480,씨앤씨인터내셔널,75.3,0.0,100.0,,42.9,,100.0,86.8,31.2,100.0,82.4,100.0,100.0,False,,20230502,39350.0,True,5,True,5,True,10,-6.61
2023-05,20230501,214150,클래시스,67.4,1.3,81.8,22.2,63.5,51.9,99.4,67.0,5.3,100.0,100.0,100.0,100.0,False,,20230502,23900.0,True,0,True,0,True,10,-2.93
2023-06,20230601,377300,카카오페이,65.2,88.9,100.0,70.3,62.5,,36.1,85.6,16.8,54.6,63.7,63.4,58.5,False,,20230602,57800.0,False,,False,,False,,-22.84
2023-06,20230601,005070,코스모신소재,72.2,19.0,100.0,100.0,3.8,,100.0,75.0,29.0,100.0,62.7,86.0,100.0,False,,20230602,176722.0,True,3,True,3,True,4,-0.45
2023-06,20230601,225570,넥슨게임즈,65.8,0.0,100.0,95.7,88.5,,100.0,99.0,0.0,100.0,63.2,0.0,100.0,False,,20230602,20750.0,True,10,True,10,True,10,-7.95
2023-06,20230601,085370,루트로닉,66.9,0.0,100.0,100.0,23.1,95.5,68.4,20.2,0.0,92.0,97.3,99.2,100.0,False,,20230602,27950.0,True,1,True,2,True,3,-1.43
2023-06,20230601,083310,엘오티베큠,66.8,0.0,78.8,100.0,44.2,,100.0,73.1,9.5,100.0,100.0,100.0,62.2,False,,20230602,17230.0,True,21,False,,False,,-8.88
2023-06,20230601,294090,이오플로우,75.4,3.5,68.6,100.0,96.4,,32.6,56.7,78.3,95.7,93.9,100.0,100.0,False,,20230602,26452.0,False,,False,,False,,-5.32
2023-06,20230601,417840,저스템,74.2,55.8,71.9,,57.1,,100.0,82.7,15.6,100.0,36.5,100.0,100.0,False,,20230602,6171.0,True,4,True,4,True,5,-7.19
2023-06,20230601,287410,제이시스메디칼,68.6,63.8,71.4,,50.0,,44.5,29.8,45.9,73.0,100.0,83.3,100.0,False,,20230602,9640.0,True,4,True,4,True,5,-2.49
