ticker,name,score,status,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
012330,현대모비스,71.6,confirmed_turnaround,20220822,213000.0,20220926,202350.0,-5%,23,-5.0,False
060250,NHN KCP,65.3,watching,20220923,11850.0,20220926,11257.5,-5%,1,-5.0,False
064960,SNT모티브,70.1,watching,20220926,46000.0,20220926,43700.0,-5%,0,-5.0,False
078930,GS,73.9,watching,20220914,45500.0,20220926,43225.0,-5%,8,-5.0,False
039490,키움증권,66.4,watching,20220927,79000.0,20220928,75050.0,-5%,1,-5.0,False
373220,LG에너지솔루션,68.1,watching,20220926,453000.0,20220928,430350.0,-5%,2,-5.0,False
033780,KT&G,69.1,watching,20220701,82900.0,20220929,87045.0,+5%,61,5.0,False
078340,컴투스,65.7,watching,20220927,75300.0,20220929,79065.0,+5%,2,5.0,False
214150,클래시스,65.4,watching,20220929,14850.0,20220929,14107.5,-5%,0,-5.0,False
004990,롯데지주,67.4,confirmed_turnaround,20220830,40200.0,20220930,38190.0,-5%,21,-5.0,False
081660,미스토홀딩스,67.0,confirmed_turnaround,20220929,33000.0,20220930,31350.0,-5%,1,-5.0,False
179290,엠아이텍,65.4,confirmed_turnaround,20220930,13150.0,20220930,13807.5,+5%,0,5.0,False
285130,SK케미칼,69.0,watching,20220929,97200.0,20220930,92340.0,-5%,1,-5.0,False
028670,팬오션,65.0,watching,20221005,4935.0,20221005,4688.25,-5%,0,-5.0,False
002350,넥센타이어,69.1,watching,20221005,7200.0,20221011,6840.0,-5%,3,-5.0,False
091990,셀트리온헬스케어,70.1,confirmed_turnaround,20221004,68900.0,20221011,65455.0,-5%,4,-5.0,False
097950,CJ제일제당,74.7,confirmed_turnaround,20220926,410000.0,20221012,389500.0,-5%,10,-5.0,False
098460,고영,65.7,confirmed_turnaround,20221013,13950.0,20221017,13252.5,-5%,2,-5.0,False
006650,대한유화,68.5,confirmed_turnaround,20221013,119500.0,20221018,125475.0,+5%,3,5.0,False
195940,HK이노엔,66.4,watching,20221017,33450.0,20221018,35122.5,+5%,1,5.0,False
030000,제일기획,65.1,watching,20221006,22800.0,20221019,23940.0,+5%,8,5.0,False
058470,리노공업,65.2,confirmed_turnaround,20221011,138300.0,20221020,131385.0,-5%,7,-5.0,False
131970,두산테스나,65.5,confirmed_turnaround,20221011,23200.0,20221020,22040.0,-5%,7,-5.0,False
001120,LX인터내셔널,69.5,confirmed_turnaround,20221018,43550.0,20221021,41372.5,-5%,3,-5.0,False
003230,삼양식품,70.7,watching,20221017,104000.0,20221021,109200.0,+5%,4,5.0,False
028300,HLB,67.1,watching,20221017,39650.0,20221021,37667.5,-5%,4,-5.0,False
004170,신세계,66.3,watching,20220927,232000.0,20221025,220400.0,-5%,18,-5.0,False
011200,HMM,66.9,watching,20221020,19400.0,20221026,18430.0,-5%,4,-5.0,False
047040,대우건설,68.5,confirmed_turnaround,20221025,4165.0,20221026,3956.75,-5%,1,-5.0,False
002900,TYM,69.4,watching,20221025,2200.0,20221028,2310.0,+5%,3,5.0,False
064260,다날,66.8,watching,20221019,6060.0,20221028,5757.0,-5%,7,-5.0,False
267250,HD현대,70.9,confirmed_turnaround,20221013,57500.0,20221028,60375.0,+5%,11,5.0,False
023530,롯데쇼핑,74.0,watching,20221031,91200.0,20221031,86640.0,-5%,0,-5.0,False
298020,효성티앤씨,68.5,confirmed_turnaround,20221021,282000.0,20221031,267900.0,-5%,6,-5.0,False
001250,GS글로벌,75.6,watching,20221026,2675.0,20221101,2808.75,+5%,4,5.0,False
137310,에스디바이오센서,67.2,watching,20221019,28800.0,20221102,30240.0,+5%,10,5.0,False
