ticker,name,score,status,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
141080,리가켐바이오,67.9,confirmed_turnaround,20220809,49400.0,20220908,41500.0,만기청산(30일),21,-15.99,False
097950,CJ제일제당,70.5,confirmed_turnaround,20220811,425000.0,20220913,395500.0,만기청산(30일),20,-6.94,False
253450,스튜디오드래곤,73.4,confirmed_turnaround,20220811,80100.0,20220913,74000.0,만기청산(30일),20,-7.62,False
034730,SK,66.7,confirmed_turnaround,20220816,233000.0,20220915,228000.0,만기청산(30일),20,-2.15,False
082740,한화엔진,70.1,confirmed_turnaround,20220816,9160.0,20220915,8310.0,만기청산(30일),20,-9.28,False
128940,한미약품,68.1,confirmed_turnaround,20220816,317000.0,20220915,284000.0,만기청산(30일),20,-10.41,False
161890,한국콜마,70.5,confirmed_turnaround,20220914,37600.0,20220915,39480.0,+5%,1,5.0,False
008770,호텔신라,68.3,confirmed_turnaround,20220916,72300.0,20220920,75915.0,+5%,2,5.0,False
180640,한진칼,66.3,confirmed_turnaround,20220822,60900.0,20220921,42200.0,만기청산(30일),20,-30.71,False
003100,선광,77.4,confirmed_turnaround,20220902,99800.0,20221004,101400.0,만기청산(30일),19,1.6,False
088350,한화생명,78.3,confirmed_turnaround,20220913,2465.0,20221013,1895.0,만기청산(30일),20,-23.12,False
204320,HL만도,76.3,confirmed_turnaround,20220913,55200.0,20221013,41050.0,만기청산(30일),20,-25.63,False
373220,LG에너지솔루션,71.5,confirmed_turnaround,20220913,492000.0,20221013,477000.0,만기청산(30일),20,-3.05,False
009150,삼성전기,69.5,confirmed_turnaround,20220914,138500.0,20221014,119000.0,만기청산(30일),20,-14.08,False
298050,HS효성첨단소재,69.9,confirmed_turnaround,20220916,421500.0,20221017,323500.0,만기청산(30일),19,-23.25,False
402340,SK스퀘어,71.0,confirmed_turnaround,20220916,42100.0,20221017,39400.0,만기청산(30일),19,-6.41,False
006650,대한유화,66.3,confirmed_turnaround,20221017,117500.0,20221018,123375.0,+5%,1,5.0,False
011780,금호석유화학,66.0,confirmed_turnaround,20221014,131500.0,20221018,138075.0,+5%,2,5.0,False
016710,대성홀딩스,79.3,confirmed_turnaround,20221014,91800.0,20221018,96390.0,+5%,2,5.0,False
095340,ISC,72.2,confirmed_turnaround,20220919,37550.0,20221019,30200.0,만기청산(30일),20,-19.57,False
003230,삼양식품,70.3,confirmed_turnaround,20221018,108000.0,20221021,113400.0,+5%,3,5.0,False
012330,현대모비스,75.3,confirmed_turnaround,20220921,213000.0,20221021,204000.0,만기청산(30일),20,-4.23,False
192820,코스맥스,77.7,confirmed_turnaround,20220922,63400.0,20221024,46600.0,만기청산(30일),20,-26.5,False
267250,HD현대,72.4,confirmed_turnaround,20221014,57700.0,20221028,60585.0,+5%,10,5.0,False
078600,대주전자재료,67.4,confirmed_turnaround,20221026,88000.0,20221101,92400.0,+5%,4,5.0,False
047040,대우건설,72.4,confirmed_turnaround,20221031,4305.0,20221102,4520.25,+5%,2,5.0,False
028050,삼성E&A,70.8,confirmed_turnaround,20221102,24400.0,20221103,25620.0,+5%,1,5.0,False
091990,셀트리온헬스케어,71.1,confirmed_turnaround,20221005,69800.0,20221104,66900.0,만기청산(30일),21,-4.15,False
000250,삼천당제약,69.1,confirmed_turnaround,20221103,31400.0,20221108,32970.0,+5%,3,5.0,False
