ticker,name,volume_ratio,buy_date,buy_price,sell_date,sell_price,sell_reason,holding_trading_days,return_pct,open_position
006220,제주은행,6.07,20230703,13567.08,20230704,13473.0,20일선이탈,1,-0.69,False
237880,클리오,6.06,20230710,21192.3,20230711,20159.6,20일선이탈,1,-4.87,False
168360,펨트론,12.39,20230703,17003.94,20230724,16147.64,20일선이탈,15,-5.04,False
001120,LX인터내셔널,9.74,20230725,40280.4,20230803,35379.1,20일선이탈,7,-12.17,False
007660,이수페타시스,9.85,20230523,11082.12,20230804,32884.1,20일선이탈,51,196.73,False
096530,씨젠,9.84,20230804,27003.9,20230809,21906.1,20일선이탈,3,-18.88,False
192650,드림텍,19.92,20230705,10270.5,20230817,11397.16,20일선이탈,30,10.97,False
241590,화승엔터프라이즈,4.86,20230807,8997.96,20230817,8073.82,20일선이탈,7,-10.27,False
008930,한미사이언스,15.0,20230810,40380.6,20230821,34830.2,20일선이탈,6,-13.75,False
105630,한세실업,5.28,20230807,19328.58,20230824,18922.08,20일선이탈,12,-2.1,False
096610,알에프세미,16.51,20230831,16893.72,20230908,11486.98,20일선이탈,6,-32.0,False
042000,카페24,28.81,20230831,14258.46,20230911,12974.0,20일선이탈,7,-9.01,False
363250,진시스템,7.71,20230831,28056.0,20230914,26746.4,20일선이탈,10,-4.67,False
027580,상보,9.98,20230831,2369.73,20230915,1789.41,20일선이탈,11,-24.49,False
089790,제이티,95.72,20230831,8426.82,20230921,8443.08,20일선이탈,15,0.19,False
036930,주성엔지니어링,13.73,20230915,31512.9,20230922,26247.4,20일선이탈,5,-16.71,False
085660,차바이오텍,15.42,20230912,22194.3,20230925,18762.4,20일선이탈,9,-15.46,False
402030,코난테크놀로지,9.85,20230922,77655.0,20230925,73153.4,20일선이탈,1,-5.8,False
402030,코난테크놀로지,3.1,20230927,74348.4,20231006,72654.4,20일선이탈,3,-2.28,False
068240,다원시스,56.08,20230922,17134.2,20231011,15169.6,20일선이탈,8,-11.47,False
028670,팬오션,8.68,20230918,4779.54,20231012,4471.04,20일선이탈,13,-6.45,False
069620,대웅제약,18.13,20231004,111823.2,20231019,106985.6,20일선이탈,10,-4.33,False
368770,파이버프로,11.48,20231025,3216.42,20231026,3148.69,20일선이탈,1,-2.11,False
123690,한국화장품,26.72,20231026,6653.28,20231027,6556.86,20일선이탈,1,-1.45,False
319400,현대무벡스,62.08,20231025,3171.33,20231027,2919.15,20일선이탈,2,-7.95,False
087010,펩트론,3.74,20231027,28106.1,20231030,28742.4,20일선이탈,1,2.26,False
067310,하나마이크론,3.43,20231025,28106.1,20231031,25948.0,20일선이탈,4,-7.68,False
082920,비츠로셀,3.06,20231031,17575.08,20231101,17015.9,20일선이탈,1,-3.18,False
105630,한세실업,9.0,20231101,23046.0,20231124,22205.5,20일선이탈,17,-3.65,False
182400,엔케이젠바이오텍코리아,16.89,20231030,12605.16,20231127,12983.98,20일선이탈,20,3.01,False
091990,셀트리온헬스케어,3.12,20231025,67134.0,20231130,70458.8,20일선이탈,26,4.95,False
222800,심텍,9.7,20231128,39879.6,20231206,36377.1,20일선이탈,6,-8.78,False
200710,에이디테크놀로지,4.68,20231127,28005.9,20231207,25449.0,20일선이탈,8,-9.13,False
006650,대한유화,5.75,20231031,157915.2,20231212,158183.0,20일선이탈,30,0.17,False
222080,SFA넥셀,26.4,20231201,11563.08,20231214,11097.76,20일선이탈,9,-4.02,False
317330,덕산테코피아,25.56,20231205,19098.12,20231227,18472.98,20일선이탈,15,-3.27,False
064260,다날,7.16,20231208,5080.14,,,,13,-8.17,True
036540,SFA반도체,81.08,20231213,6803.58,,,,10,-11.37,True
365340,성일하이텍,12.19,20231215,110320.2,,,,8,-1.11,True
028300,HLB,12.11,20231215,40480.8,,,,8,25.24,True
